IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
P78371	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16115|virhostnet-nrid:15038	-	-	-	-	-							P05777|P78371
P78527	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16417|virhostnet-nrid:15340	-	-	-	-	-							P05777|P78527
P82673	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16351|virhostnet-nrid:15274	-	-	-	-	-							P05777|P82673
P82914	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16349|virhostnet-nrid:15272	-	-	-	-	-							P05777|P82914
P82933	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16352|virhostnet-nrid:15275	-	-	-	-	-							P05777|P82933
P83731	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16493|virhostnet-nrid:15416	-	-	-	-	-							P05777|P83731
P83881	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16505|virhostnet-nrid:15428	-	-	-	-	-							P05777|P83881
P84077	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16067|virhostnet-nrid:14990	-	-	-	-	-							P05777|P84077
P84085	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16069|virhostnet-nrid:14992	-	-	-	-	-							P05777|P84085
P84090	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16217|virhostnet-nrid:15140	-	-	-	-	-							P05777|P84090
P84098	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16488|virhostnet-nrid:15411	-	-	-	-	-							P05777|P84098
P84103	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16577|virhostnet-nrid:15500	-	-	-	-	-							P05777|P84103
P98175	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16465|virhostnet-nrid:15388	-	-	-	-	-							P05777|P98175
P98179	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16467|virhostnet-nrid:15390	-	-	-	-	-							P05777|P98179
Q00325	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16586|virhostnet-nrid:15509	-	-	-	-	-							P05777|Q00325
Q00341	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16254|virhostnet-nrid:15177	-	-	-	-	-							P05777|Q00341
Q00610	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16137|virhostnet-nrid:15060	-	-	-	-	-							P05777|Q00610
Q00839	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16270|virhostnet-nrid:15193	-	-	-	-	-							P05777|Q00839
Q01081	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16673|virhostnet-nrid:15596	-	-	-	-	-							P05777|Q01081
Q01082	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16604|virhostnet-nrid:15527	-	-	-	-	-							P05777|Q01082
Q01130	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16576|virhostnet-nrid:15499	-	-	-	-	-							P05777|Q01130
Q01813	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16394|virhostnet-nrid:15317	-	-	-	-	-							P05777|Q01813
Q02543	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16487|virhostnet-nrid:15410	-	-	-	-	-							P05777|Q02543
Q02878	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16510|virhostnet-nrid:15433	-	-	-	-	-							P05777|Q02878
Q02978	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16585|virhostnet-nrid:15508	-	-	-	-	-							P05777|Q02978
Q03135	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16111|virhostnet-nrid:15034	-	-	-	-	-							P05777|Q03135
Q04323	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16327|virhostnet-nrid:15250	-	-	-	-	-							P05777|Q04323
Q04637	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16210|virhostnet-nrid:15133	-	-	-	-	-							P05777|Q04637
Q05639	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16185|virhostnet-nrid:15108	-	-	-	-	-							P05777|Q05639
Q06210	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16240|virhostnet-nrid:15163	-	-	-	-	-							P05777|Q06210
Q06830	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16414|virhostnet-nrid:15337	-	-	-	-	-							P05777|Q06830
Q07020	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16486|virhostnet-nrid:15409	-	-	-	-	-							P05777|Q07020
Q07021	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16096|virhostnet-nrid:15019	-	-	-	-	-							P05777|Q07021
Q07065	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16133|virhostnet-nrid:15056	-	-	-	-	-							P05777|Q07065
Q07157	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16644|virhostnet-nrid:15567	-	-	-	-	-							P05777|Q07157
Q07666	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16310|virhostnet-nrid:15233	-	-	-	-	-							P05777|Q07666
Q07955	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16575|virhostnet-nrid:15498	-	-	-	-	-							P05777|Q07955
Q08211	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16173|virhostnet-nrid:15096	-	-	-	-	-							P05777|Q08211
Q09028	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16463|virhostnet-nrid:15386	-	-	-	-	-							P05777|Q09028
Q11206	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16621|virhostnet-nrid:15544	-	-	-	-	-							P05777|Q11206
Q12849	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16247|virhostnet-nrid:15170	-	-	-	-	-							P05777|Q12849
Q12905	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16299|virhostnet-nrid:15222	-	-	-	-	-							P05777|Q12905
Q12906	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16300|virhostnet-nrid:15223	-	-	-	-	-							P05777|Q12906
Q13045	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16226|virhostnet-nrid:15149	-	-	-	-	-							P05777|Q13045
Q13148	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16633|virhostnet-nrid:15556	-	-	-	-	-							P05777|Q13148
Q13151	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16271|virhostnet-nrid:15194	-	-	-	-	-							P05777|Q13151
Q13200	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16442|virhostnet-nrid:15365	-	-	-	-	-							P05777|Q13200
Q13243	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16578|virhostnet-nrid:15501	-	-	-	-	-							P05777|Q13243
Q13247	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16579|virhostnet-nrid:15502	-	-	-	-	-							P05777|Q13247
Q13257	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16334|virhostnet-nrid:15257	-	-	-	-	-							P05777|Q13257
Q13263	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16659|virhostnet-nrid:15582	-	-	-	-	-							P05777|Q13263
Q13283	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16232|virhostnet-nrid:15155	-	-	-	-	-							P05777|Q13283
Q13310	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16382|virhostnet-nrid:15305	-	-	-	-	-							P05777|Q13310
Q13347	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16200|virhostnet-nrid:15123	-	-	-	-	-							P05777|Q13347
Q13363	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16149|virhostnet-nrid:15072	-	-	-	-	-							P05777|Q13363
Q13435	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16570|virhostnet-nrid:15493	-	-	-	-	-							P05777|Q13435
Q13445	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16646|virhostnet-nrid:15569	-	-	-	-	-							P05777|Q13445
Q13724	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16347|virhostnet-nrid:15270	-	-	-	-	-							P05777|Q13724
Q13813	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16603|virhostnet-nrid:15526	-	-	-	-	-							P05777|Q13813
Q13838	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16086|virhostnet-nrid:15009	-	-	-	-	-							P05777|Q13838
Q13885	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16666|virhostnet-nrid:15589	-	-	-	-	-							P05777|Q13885
Q13895	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16092|virhostnet-nrid:15015	-	-	-	-	-							P05777|Q13895
Q14008	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16128|virhostnet-nrid:15051	-	-	-	-	-							P05777|Q14008
Q14103	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16275|virhostnet-nrid:15198	-	-	-	-	-							P05777|Q14103
Q14152	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16198|virhostnet-nrid:15121	-	-	-	-	-							P05777|Q14152
Q14203	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16156|virhostnet-nrid:15079	-	-	-	-	-							P05777|Q14203
Q14204	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16180|virhostnet-nrid:15103	-	-	-	-	-							P05777|Q14204
Q14241	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16636|virhostnet-nrid:15559	-	-	-	-	-							P05777|Q14241
Q14257	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16471|virhostnet-nrid:15394	-	-	-	-	-							P05777|Q14257
Q14258	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16658|virhostnet-nrid:15581	-	-	-	-	-							P05777|Q14258
Q14315	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16228|virhostnet-nrid:15151	-	-	-	-	-							P05777|Q14315
Q14444	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16109|virhostnet-nrid:15032	-	-	-	-	-							P05777|Q14444
Q14498	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16468|virhostnet-nrid:15391	-	-	-	-	-							P05777|Q14498
Q14558	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16423|virhostnet-nrid:15346	-	-	-	-	-							P05777|Q14558
Q14669	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16660|virhostnet-nrid:15583	-	-	-	-	-							P05777|Q14669
Q14697	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16234|virhostnet-nrid:15157	-	-	-	-	-							P05777|Q14697
Q14839	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16130|virhostnet-nrid:15053	-	-	-	-	-							P05777|Q14839
Q14974	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16315|virhostnet-nrid:15238	-	-	-	-	-							P05777|Q14974
Q15003	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16363|virhostnet-nrid:15286	-	-	-	-	-							P05777|Q15003
Q15008	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16445|virhostnet-nrid:15368	-	-	-	-	-							P05777|Q15008
Q15029	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16192|virhostnet-nrid:15115	-	-	-	-	-							P05777|Q15029
Q15046	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16309|virhostnet-nrid:15232	-	-	-	-	-							P05777|Q15046
Q15084	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16391|virhostnet-nrid:15314	-	-	-	-	-							P05777|Q15084
Q15149	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16403|virhostnet-nrid:15326	-	-	-	-	-							P05777|Q15149
Q15208	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16626|virhostnet-nrid:15549	-	-	-	-	-							P05777|Q15208
Q15233	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16371|virhostnet-nrid:15294	-	-	-	-	-							P05777|Q15233
Q15293	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16470|virhostnet-nrid:15393	-	-	-	-	-							P05777|Q15293
Q15365	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16385|virhostnet-nrid:15308	-	-	-	-	-							P05777|Q15365
Q15366	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16386|virhostnet-nrid:15309	-	-	-	-	-							P05777|Q15366
Q15370	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16635|virhostnet-nrid:15558	-	-	-	-	-							P05777|Q15370
Q15393	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16571|virhostnet-nrid:15494	-	-	-	-	-							P05777|Q15393
Q15427	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16572|virhostnet-nrid:15495	-	-	-	-	-							P05777|Q15427
Q15637	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16567|virhostnet-nrid:15490	-	-	-	-	-							P05777|Q15637
Q15645	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16661|virhostnet-nrid:15584	-	-	-	-	-							P05777|Q15645
Q15717	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16213|virhostnet-nrid:15136	-	-	-	-	-							P05777|Q15717
Q15738	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16374|virhostnet-nrid:15297	-	-	-	-	-							P05777|Q15738
Q15773	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16346|virhostnet-nrid:15269	-	-	-	-	-							P05777|Q15773
Q16576	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16464|virhostnet-nrid:15387	-	-	-	-	-							P05777|Q16576
Q16629	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16580|virhostnet-nrid:15503	-	-	-	-	-							P05777|Q16629
Q16630	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16143|virhostnet-nrid:15066	-	-	-	-	-							P05777|Q16630
Q16875	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16392|virhostnet-nrid:15315	-	-	-	-	-							P05777|Q16875
Q16891	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16301|virhostnet-nrid:15224	-	-	-	-	-							P05777|Q16891
Q2TAY7	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16328|virhostnet-nrid:15251	-	-	-	-	-							P05777|Q2TAY7
Q2TB90	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16263|virhostnet-nrid:15186	-	-	-	-	-							P05777|Q2TB90
Q3ZCQ8	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16643|virhostnet-nrid:15566	-	-	-	-	-							P05777|Q3ZCQ8
Q49A26	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16358|virhostnet-nrid:15281	-	-	-	-	-							P05777|Q49A26
Q5H9R7	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16559|virhostnet-nrid:15482	-	-	-	-	-							P05777|Q5H9R7
Q5T4S7	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16462|virhostnet-nrid:15385	-	-	-	-	-							P05777|Q5T4S7
Q658P3	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16624|virhostnet-nrid:15547	-	-	-	-	-							P05777|Q658P3
Q6FI13	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16260|virhostnet-nrid:15183	-	-	-	-	-							P05777|Q6FI13
